tipo_doc,cpf,nome_aluno,turma_1,turma_2,ausencia_inicio,ausencia_fim,data_ausencia
DECLARACAO,98826765618,CLAUDIO FERREIRA,0450,1981,2024-12-12,2024-12-15,2024-12-11 00:00:00
DECLARACAO,06235077653,MARINA GONCALVES,0053,2981,2025-08-17,2025-08-25,2025-08-17 00:00:00
ATESTADO MEDICO,37667347840,FERNANDO MENDES,0001,2981,2024-05-12,2024-05-22,2024-05-12 00:00:00
ATESTADO MEDICO,80697537145,ANDRE BARROS,0051,2981,2023-04-11,2023-04-16,2023-04-10 00:00:00
ATESTADO MEDICO,88062062490,FERNANDA SOUZA,0002,0051,2023-09-10,2023-09-20,2023-09-08 00:00:00
ATESTADO MEDICO,82253522970,LETICIA PINTO,2981,,2023-04-25,2023-05-03,2023-04-23 00:00:00
ATESTADO MEDICO,47897045480,VANESSA PIRES,2983,0101,2026-05-21,2026-05-30,2026-05-19 00:00:00
ATESTADO MEDICO,40726796581,CAROLINA CAMPOS,0261,,2024-02-10,2024-02-16,2024-02-09 00:00:00
ATESTADO MEDICO,14738435965,JOAO SILVA,0450,,2023-12-18,2023-12-23,2023-12-17 00:00:00
ATESTADO MEDICO,56711949897,ALESSANDRA FREITAS,1981,0101,2024-01-03,2024-01-11,2024-01-02 00:00:00
DECLARACAO,88490416249,RENAN MELO,2980,0981,2024-11-04,2024-11-06,2024-11-02 00:00:00
ATESTADO MEDICO,47897045480,WILLIAN CASTRO,0263,0261,2023-03-05,2023-03-12,2023-03-03 00:00:00
ATESTADO MEDICO,32547410133,EDUARDO FREITAS,2983,,2025-04-22,2025-04-25,2025-04-22 00:00:00
ATESTADO MEDICO,85466043800,RENATA VIEIRA,0004,0451,2026-10-16,2026-10-18,2026-10-14 00:00:00
ATESTADO MEDICO,37672963732,FLAVIA MIRANDA,0052,0261,2024-11-20,2024-11-23,2024-11-18 00:00:00
ATESTADO MEDICO,98826765618,WAGNER SALES,0002,,2026-06-08,2026-06-14,2026-06-06 00:00:00
ATESTADO MEDICO,88895242866,LUCIANO BARROS,0982,0261,2026-06-15,2026-06-22,2026-06-14 00:00:00
ATESTADO MEDICO,31011906147,WILLIAN CASTRO,0002,1981,2026-03-09,2026-03-15,2026-03-07 00:00:00
DECLARACAO,44673947886,SIMONE PIRES,0261,,2023-09-16,2023-09-19,2023-09-16 00:00:00
ATESTADO MEDICO,57947337306,PAULO SANTANA,0450,1981,2025-12-22,2025-12-23,2025-12-21 00:00:00
DECLARACAO,98776748820,RENATA VIEIRA,0451,,2025-04-04,2025-04-10,2025-04-04 00:00:00
ATESTADO MEDICO,89925989558,RENATO FERNANDES,0262,0261,2024-07-02,2024-07-12,2024-07-02 00:00:00
ATESTADO MEDICO,00729174158,PAULO SANTANA,1981,,2025-01-03,2025-01-11,2025-01-03 00:00:00
DECLARACAO,92543439781,EVANDRO COSTA,0001,0451,2026-07-28,2026-08-01,2026-07-26 00:00:00
ATESTADO MEDICO,83850719707,LETICIA PINTO,0005,0051,2023-06-10,2023-06-15,2023-06-09 00:00:00
ATESTADO MEDICO,81710774800,AMANDA NASCIMENTO,0101,,2023-11-23,2023-11-26,2023-11-22 00:00:00
DECLARACAO,14889708316,WILLIAN CASTRO,0450,,2025-12-12,2025-12-20,2025-12-11 00:00:00
ATESTADO MEDICO,13148791037,LUCIANA FARIAS,0104,,2025-05-27,2025-06-06,2025-05-26 00:00:00
ATESTADO MEDICO,77964826123,THIAGO MOREIRA,2981,0981,2024-12-14,2024-12-19,2024-12-14 00:00:00
ATESTADO MEDICO,18613556450,MARCIA SOARES,0001,0981,2025-04-24,2025-05-01,2025-04-23 00:00:00
ATESTADO MEDICO,61910625671,EDUARDO FREITAS,0050,,2026-12-17,2026-12-23,2026-12-15 00:00:00
ATESTADO MEDICO,01627906606,CESAR RAMOS,0260,2981,2025-10-21,2025-10-22,2025-10-19 00:00:00
ATESTADO MEDICO,52236858493,ROSANA ROCHA,0262,0002,2024-03-16,2024-03-20,2024-03-14 00:00:00
ATESTADO MEDICO,36519694525,PATRICIA AZEVEDO,0260,0261,2025-08-03,2025-08-11,2025-08-01 00:00:00
ATESTADO MEDICO,44497051811,MARINA GONCALVES,0004,0981,2023-11-04,2023-11-09,2023-11-02 00:00:00
ATESTADO MEDICO,72830724623,LUCIENE MORAES,0981,,2025-10-08,2025-10-11,2025-10-06 00:00:00
ATESTADO MEDICO,73250934208,MATHEUS DIAS,0454,0451,2025-07-09,2025-07-15,2025-07-09 00:00:00
ATESTADO MEDICO,29610445101,ROBERTO CARVALHO,0263,0451,2023-12-03,2023-12-07,2023-12-03 00:00:00
ATESTADO MEDICO,08826836671,HENRIQUE MENDES,0053,,2024-11-18,2024-11-27,2024-11-16 00:00:00
ATESTADO MEDICO,02021661989,ALEX MELO,0052,,2025-03-17,2025-03-23,2025-03-16 00:00:00
DECLARACAO,54366178168,LARISSA CARVALHO,0101,2981,2023-12-31,2024-01-03,2023-12-29 00:00:00
DECLARACAO,23395390055,FLAVIA MIRANDA,1983,,2026-03-16,2026-03-25,2026-03-16 00:00:00
DECLARACAO,88062062490,RODRIGO CAVALCANTI,1983,2981,2023-07-20,2023-07-25,2023-07-18 00:00:00
ATESTADO MEDICO,76293322975,ALESSANDRA FREITAS,0980,1981,2025-01-24,2025-01-30,2025-01-22 00:00:00
ATESTADO MEDICO,30066202752,JESSICA CARDOSO,0451,0261,2023-03-01,2023-03-04,2023-02-28 00:00:00
ATESTADO MEDICO,14027952979,WELLINGTON CARDOSO,0263,,2023-11-01,2023-11-07,2023-11-01 00:00:00
ATESTADO MEDICO,88062062490,PATRICIA AZEVEDO,0052,,2023-12-26,2024-01-02,2023-12-25 00:00:00
DECLARACAO,99372601918,RODRIGO SALES,0983,0451,2025-05-03,2025-05-05,2025-05-01 00:00:00
DECLARACAO,99146140000,PAULA MIRANDA,0982,0101,2026-12-20,2026-12-26,2026-12-20 00:00:00
DECLARACAO,89824475559,ISABELA CUNHA,0452,,2024-09-11,2024-09-17,2024-09-11 00:00:00
DECLARACAO,95142717180,MAURICIO LIMA,1983,0002,2024-07-22,2024-07-28,2024-07-22 00:00:00
ATESTADO MEDICO,34263889363,MARCELO CORREIA,0003,0002,2024-07-28,2024-07-29,2024-07-28 00:00:00
ATESTADO MEDICO,08826836671,RAFAEL PEREIRA,0052,0261,2024-11-13,2024-11-23,2024-11-11 00:00:00
DECLARACAO,21858852781,RENATO FERNANDES,0454,0451,2024-03-24,2024-04-01,2024-03-22 00:00:00
DECLARACAO,71109931328,MONICA VIEIRA,0261,0261,2025-04-26,2025-04-28,2025-04-26 00:00:00
DECLARACAO,15593604371,FELIPE CASTRO,0053,,2023-01-24,2023-02-02,2023-01-24 00:00:00
DECLARACAO,24348251681,LARISSA CARVALHO,2982,,2023-08-08,2023-08-13,2023-08-07 00:00:00
ATESTADO MEDICO,34309075355,DANIELA XAVIER,0454,0002,2025-01-03,2025-01-13,2025-01-03 00:00:00
ATESTADO MEDICO,62755985224,LUCIANA FARIAS,0053,,2025-10-20,2025-10-25,2025-10-20 00:00:00
ATESTADO MEDICO,79823047022,MARCIA SOARES,0101,,2026-06-22,2026-06-24,2026-06-20 00:00:00
ATESTADO MEDICO,56711949897,JESSICA CARDOSO,0981,0101,2024-07-20,2024-07-25,2024-07-20 00:00:00
DECLARACAO,19646480683,DANIEL CARDOSO,0051,,2026-11-23,2026-11-30,2026-11-22 00:00:00
DECLARACAO,84918401090,PEDRO OLIVEIRA,0053,,2026-08-23,2026-09-01,2026-08-23 00:00:00
ATESTADO MEDICO,99372601918,LUCIENE MORAES,0103,0451,2024-04-30,2024-05-06,2024-04-30 00:00:00
ATESTADO MEDICO,56627164205,ANDREIA CUNHA,0980,0051,2025-01-06,2025-01-16,2025-01-05 00:00:00
DECLARACAO,00026667070,MARCELO LIMA,0003,,2024-11-26,2024-12-01,2024-11-26 00:00:00
ATESTADO MEDICO,16236172196,RICARDO RAMOS,0100,0981,2026-04-07,2026-04-12,2026-04-05 00:00:00
DECLARACAO,81834242959,RENAN MELO,1981,1981,2024-03-23,2024-03-30,2024-03-22 00:00:00
ATESTADO MEDICO,79605571102,SERGIO RIBAS,0100,,2024-06-15,2024-06-19,2024-06-15 00:00:00
ATESTADO MEDICO,27269177040,CLAUDIO FERREIRA,0260,0101,2025-08-06,2025-08-13,2025-08-04 00:00:00
DECLARACAO,76408738354,RONALDO RIBAS,0002,0451,2025-12-01,2025-12-05,2025-12-01 00:00:00
ATESTADO MEDICO,89856554187,CESAR RAMOS,2980,0101,2023-11-14,2023-11-15,2023-11-13 00:00:00
ATESTADO MEDICO,54366178168,LETICIA PINTO,0053,2981,2024-12-21,2024-12-29,2024-12-19 00:00:00
ATESTADO MEDICO,70793909740,EDSON FERNANDES,0263,2981,2026-09-22,2026-09-23,2026-09-20 00:00:00
ATESTADO MEDICO,24385340870,FERNANDA SOUZA,0983,0981,2026-03-11,2026-03-13,2026-03-10 00:00:00
DECLARACAO,99146140000,SILVIA LOPES,1983,0451,2024-06-27,2024-07-07,2024-06-27 00:00:00
ATESTADO MEDICO,49484406980,RAFAEL PEREIRA,0980,,2026-09-25,2026-10-04,2026-09-24 00:00:00
ATESTADO MEDICO,44474383990,MARINA GONCALVES,0052,0101,2025-10-27,2025-10-28,2025-10-27 00:00:00
ATESTADO MEDICO,54718265401,DANIELA XAVIER,0102,1981,2026-02-05,2026-02-06,2026-02-04 00:00:00
ATESTADO MEDICO,16234767710,CAROLINA CAMPOS,2981,0981,2024-03-28,2024-04-03,2024-03-26 00:00:00
ATESTADO MEDICO,76408738354,FELIPE CASTRO,0104,2981,2026-06-02,2026-06-05,2026-06-01 00:00:00
ATESTADO MEDICO,64431503250,GABRIEL MARTINS,0053,1981,2023-03-04,2023-03-08,2023-03-03 00:00:00
DECLARACAO,78736022659,VANESSA AZEVEDO,0100,,2024-02-17,2024-02-27,2024-02-16 00:00:00
ATESTADO MEDICO,32547410133,MAURICIO LIMA,0053,0981,2023-04-03,2023-04-09,2023-04-01 00:00:00
DECLARACAO,96398282116,MARINA GONCALVES,0450,0451,2023-04-10,2023-04-12,2023-04-10 00:00:00
ATESTADO MEDICO,22149397250,WAGNER SALES,0260,,2023-09-03,2023-09-04,2023-09-01 00:00:00
ATESTADO MEDICO,35581624984,BARBARA SILVA,0002,,2026-02-20,2026-03-01,2026-02-19 00:00:00
DECLARACAO,36833417180,GUSTAVO REZENDE,0983,,2024-10-21,2024-10-29,2024-10-19 00:00:00
ATESTADO MEDICO,17235954035,EDUARDO FREITAS,2981,0981,2024-10-24,2024-10-25,2024-10-22 00:00:00
ATESTADO MEDICO,12396665359,ELAINE BARBOSA,0981,0101,2025-02-13,2025-02-22,2025-02-13 00:00:00
ATESTADO MEDICO,26001826161,MARIANA TEIXEIRA,0004,,2024-09-03,2024-09-07,2024-09-02 00:00:00
ATESTADO MEDICO,87609515914,TATIANA SILVA,0262,,2024-04-13,2024-04-20,2024-04-11 00:00:00
ATESTADO MEDICO,19032868322,SABRINA DIAS,2983,0451,2023-11-18,2023-11-24,2023-11-18 00:00:00
DECLARACAO,24385340870,MATHEUS DIAS,0450,2981,2024-10-30,2024-11-09,2024-10-30 00:00:00
DECLARACAO,36439183486,HENRIQUE MENDES,0053,0101,2023-05-24,2023-05-26,2023-05-22 00:00:00
ATESTADO MEDICO,46716558373,TATIANA SILVA,2982,0101,2026-05-14,2026-05-24,2026-05-12 00:00:00
ATESTADO MEDICO,83840940397,SIMONE PIRES,0983,2981,2023-04-07,2023-04-13,2023-04-07 00:00:00
ATESTADO MEDICO,57457232460,DANIEL CARDOSO,2982,0451,2023-02-15,2023-02-20,2023-02-15 00:00:00
ATESTADO MEDICO,24348251681,MATHEUS DIAS,0050,1981,2025-09-15,2025-09-21,2025-09-14 00:00:00
ATESTADO MEDICO,46431421701,FLAVIA MIRANDA,0983,0002,2024-09-25,2024-09-27,2024-09-25 00:00:00
ATESTADO MEDICO,26071297370,SIMONE PIRES,0053,0101,2024-11-02,2024-11-11,2024-11-02 00:00:00
DECLARACAO,98826765618,CESAR RAMOS,0050,0261,2026-07-05,2026-07-15,2026-07-03 00:00:00
DECLARACAO,76293322975,PAULO SANTANA,0004,0451,2025-06-24,2025-06-25,2025-06-24 00:00:00
ATESTADO MEDICO,88815760318,PATRICIA ROCHA,0001,2981,2023-02-11,2023-02-18,2023-02-10 00:00:00
ATESTADO MEDICO,03152092326,MARCOS CORREIA,0052,1981,2023-12-29,2024-01-08,2023-12-29 00:00:00
ATESTADO MEDICO,98826765618,ANDRE BARROS,0104,0451,2025-11-06,2025-11-10,2025-11-05 00:00:00
DECLARACAO,12396665359,RONALDO RIBAS,1981,0261,2025-02-02,2025-02-03,2025-02-02 00:00:00
ATESTADO MEDICO,30768631505,DANIEL CARDOSO,0452,,2025-08-26,2025-09-04,2025-08-25 00:00:00
ATESTADO MEDICO,69808516912,RENAN MELO,0451,,2024-12-05,2024-12-09,2024-12-04 00:00:00
ATESTADO MEDICO,50922173834,LUCIENE MORAES,0980,2981,2023-03-08,2023-03-14,2023-03-06 00:00:00
DECLARACAO,49216617748,CRISTINA ALVES,0003,0101,2023-06-22,2023-07-01,2023-06-21 00:00:00
ATESTADO MEDICO,34953699025,ANDREIA CUNHA,0052,2981,2023-12-02,2023-12-08,2023-12-01 00:00:00
ATESTADO MEDICO,29505893086,LUCAS FERREIRA,0052,0101,2023-09-04,2023-09-07,2023-09-02 00:00:00
ATESTADO MEDICO,25802205695,TATIANA SILVA,0454,2981,2024-01-18,2024-01-20,2024-01-18 00:00:00
ATESTADO MEDICO,77146277780,MARCIA SOARES,0454,0002,2026-12-06,2026-12-07,2026-12-05 00:00:00
DECLARACAO,60132053705,DANIELA XAVIER,0983,0051,2023-11-07,2023-11-12,2023-11-06 00:00:00
ATESTADO MEDICO,67961307400,ANA COSTA,0104,2981,2026-08-15,2026-08-25,2026-08-15 00:00:00
DECLARACAO,57890523807,VIVIANE MONTEIRO,2983,,2024-04-21,2024-04-30,2024-04-19 00:00:00
ATESTADO MEDICO,35930808180,NATALIA CAMPOS,0051,1981,2026-11-06,2026-11-15,2026-11-04 00:00:00
ATESTADO MEDICO,60929742311,DEBORA FONSECA,0983,0451,2025-03-17,2025-03-25,2025-03-15 00:00:00
ATESTADO MEDICO,75038702228,CAROLINA CAMPOS,0001,,2026-03-28,2026-03-30,2026-03-28 00:00:00
ATESTADO MEDICO,70358683726,ALINE MORAES,1981,,2025-01-24,2025-01-26,2025-01-23 00:00:00
DECLARACAO,77359493323,PATRICIA ROCHA,1980,0101,2025-02-24,2025-02-28,2025-02-22 00:00:00
DECLARACAO,99372601918,MARCELO LIMA,2980,,2023-10-10,2023-10-11,2023-10-08 00:00:00
ATESTADO MEDICO,56711949897,PAULO SANTANA,2982,0451,2023-08-07,2023-08-13,2023-08-05 00:00:00
DECLARACAO,66715256683,RENAN MELO,0100,1981,2025-10-12,2025-10-20,2025-10-10 00:00:00
ATESTADO MEDICO,42587406757,RENATO FERNANDES,0050,0101,2026-10-03,2026-10-09,2026-10-03 00:00:00
ATESTADO MEDICO,66715256683,SABRINA DIAS,0453,1981,2024-02-23,2024-02-24,2024-02-23 00:00:00
DECLARACAO,32547410133,MARCIA SOARES,2980,0002,2024-04-03,2024-04-04,2024-04-02 00:00:00
ATESTADO MEDICO,74972440864,FERNANDA SOUZA,1981,0101,2026-12-06,2026-12-13,2026-12-04 00:00:00
ATESTADO MEDICO,77558480949,RICARDO REZENDE,0982,,2027-01-07,2027-01-09,2027-01-07 00:00:00
DECLARACAO,93780380188,RAFAEL PEREIRA,2982,0101,2024-05-27,2024-05-29,2024-05-26 00:00:00
DECLARACAO,41627616470,JULIA RODRIGUES,1980,,2026-12-23,2026-12-24,2026-12-21 00:00:00
DECLARACAO,32482459133,MARCELO LIMA,0450,,2025-11-23,2025-12-03,2025-11-22 00:00:00
DECLARACAO,56871009540,ANA COSTA,2983,2981,2023-09-26,2023-10-05,2023-09-26 00:00:00
DECLARACAO,02572943760,MARCELO CORREIA,0262,2981,2025-09-11,2025-09-17,2025-09-11 00:00:00
ATESTADO MEDICO,23397999537,PAULA MIRANDA,0453,,2023-03-17,2023-03-21,2023-03-16 00:00:00
ATESTADO MEDICO,87609515914,THIAGO MOREIRA,0263,0002,2023-04-09,2023-04-15,2023-04-09 00:00:00
DECLARACAO,01291630740,CAMILA GOMES,0981,,2024-08-19,2024-08-22,2024-08-17 00:00:00
ATESTADO MEDICO,99372601918,ANDREA FARIAS,0003,,2025-04-12,2025-04-22,2025-04-12 00:00:00
DECLARACAO,38284964660,MARIA SANTOS,0101,0002,2024-09-23,2024-09-28,2024-09-22 00:00:00
ATESTADO MEDICO,38700127574,ALEX MELO,0261,0261,2024-05-31,2024-06-09,2024-05-31 00:00:00
DECLARACAO,16027296208,AMANDA NASCIMENTO,0052,0451,2026-12-14,2026-12-24,2026-12-14 00:00:00
ATESTADO MEDICO,44170630440,HENRIQUE MENDES,0001,,2025-04-23,2025-04-25,2025-04-23 00:00:00
ATESTADO MEDICO,54931583881,PEDRO OLIVEIRA,0260,,2026-10-09,2026-10-14,2026-10-08 00:00:00
ATESTADO MEDICO,00999673165,PAULO SANTANA,2981,,2025-04-02,2025-04-03,2025-04-01 00:00:00
ATESTADO MEDICO,93780380188,CARLOS ALMEIDA,0003,,2024-08-13,2024-08-23,2024-08-11 00:00:00
ATESTADO MEDICO,20467112118,NATALIA CAMPOS,0262,0261,2023-09-01,2023-09-02,2023-08-30 00:00:00
ATESTADO MEDICO,08885352286,VIVIANE MONTEIRO,0454,,2024-10-14,2024-10-23,2024-10-13 00:00:00
ATESTADO MEDICO,78978012256,GABRIEL MARTINS,0101,1981,2026-10-16,2026-10-24,2026-10-16 00:00:00
DECLARACAO,15170611480,RAQUEL XAVIER,2983,1981,2025-10-20,2025-10-23,2025-10-20 00:00:00
ATESTADO MEDICO,54931583881,CESAR RAMOS,0453,0002,2023-05-11,2023-05-14,2023-05-10 00:00:00
ATESTADO MEDICO,41627616470,RENATO FERNANDES,0260,0101,2026-02-19,2026-03-01,2026-02-17 00:00:00
ATESTADO MEDICO,62196964921,JOAO SILVA,2983,0101,2026-11-08,2026-11-17,2026-11-07 00:00:00
DECLARACAO,23397999537,MARCELO LIMA,1983,0451,2024-03-22,2024-04-01,2024-03-22 00:00:00
ATESTADO MEDICO,50599581328,RENAN MELO,0981,,2024-04-28,2024-05-06,2024-04-27 00:00:00
DECLARACAO,84111254675,RENATA VIEIRA,0980,0451,2024-09-21,2024-09-25,2024-09-20 00:00:00
ATESTADO MEDICO,57947337306,SIMONE PIRES,1980,0261,2024-12-27,2025-01-05,2024-12-25 00:00:00
ATESTADO MEDICO,73250934208,ADRIANA LOPES,0981,1981,2024-06-12,2024-06-16,2024-06-10 00:00:00
ATESTADO MEDICO,33071962002,CARLOS ALMEIDA,0453,0101,2024-03-19,2024-03-26,2024-03-19 00:00:00
ATESTADO MEDICO,77397020305,SABRINA DIAS,0002,0002,2024-08-14,2024-08-19,2024-08-13 00:00:00
DECLARACAO,62442620260,GUSTAVO REZENDE,2981,0002,2026-08-01,2026-08-09,2026-07-30 00:00:00
DECLARACAO,37672963732,LUCIANA FARIAS,2980,1981,2024-12-31,2025-01-02,2024-12-30 00:00:00
DECLARACAO,27269177040,JOAO SILVA,0104,0981,2025-02-27,2025-03-02,2025-02-27 00:00:00
ATESTADO MEDICO,31267812761,CRISTINA ALVES,0052,0261,2024-01-30,2024-02-05,2024-01-29 00:00:00
DECLARACAO,01361820110,DIEGO BARBOSA,0051,0981,2025-11-24,2025-11-29,2025-11-24 00:00:00
ATESTADO MEDICO,28001865770,LEANDRO ARAUJO,0051,0051,2026-08-21,2026-08-26,2026-08-19 00:00:00
DECLARACAO,13050226102,FERNANDO MENDES,0053,0101,2023-10-11,2023-10-18,2023-10-10 00:00:00
DECLARACAO,67066958233,JESSICA CARDOSO,1980,0101,2024-08-21,2024-08-28,2024-08-20 00:00:00
ATESTADO MEDICO,68554248481,ANA COSTA,0262,,2023-12-10,2023-12-15,2023-12-08 00:00:00
ATESTADO MEDICO,55297354870,FLAVIA MIRANDA,0983,0101,2023-12-08,2023-12-18,2023-12-08 00:00:00
ATESTADO MEDICO,46715619646,ROSANA ROCHA,0100,0981,2026-12-31,2027-01-03,2026-12-31 00:00:00
DECLARACAO,93648399004,SILVIA LOPES,0983,0002,2023-04-08,2023-04-17,2023-04-06 00:00:00
DECLARACAO,86651484001,ANDREIA CUNHA,0053,,2023-04-01,2023-04-02,2023-04-01 00:00:00
ATESTADO MEDICO,28859083869,BRUNO RIBEIRO,2983,0261,2023-12-01,2023-12-06,2023-12-01 00:00:00
ATESTADO MEDICO,77558480949,ROBERTO CARVALHO,2982,0101,2026-07-15,2026-07-21,2026-07-15 00:00:00
DECLARACAO,48351595519,PEDRO OLIVEIRA,2983,,2025-10-06,2025-10-16,2025-10-06 00:00:00
ATESTADO MEDICO,40542509202,FABIANO BATISTA,2981,0101,2025-06-28,2025-06-30,2025-06-26 00:00:00
ATESTADO MEDICO,63226891502,DEBORA FONSECA,0102,1981,2025-02-08,2025-02-13,2025-02-08 00:00:00
ATESTADO MEDICO,58314791105,JEFFERSON DUARTE,0052,0261,2023-03-14,2023-03-24,2023-03-12 00:00:00
ATESTADO MEDICO,74972440864,RICARDO REZENDE,0262,,2026-03-18,2026-03-25,2026-03-16 00:00:00
ATESTADO MEDICO,64205383940,BIANCA MONTEIRO,0452,0051,2025-11-14,2025-11-21,2025-11-13 00:00:00
ATESTADO MEDICO,93780380188,LUCIANO BARROS,0003,2981,2025-03-26,2025-04-02,2025-03-26 00:00:00
DECLARACAO,59314348601,PAULA MIRANDA,0983,1981,2025-12-08,2025-12-14,2025-12-08 00:00:00
ATESTADO MEDICO,57046619204,PAULO SANTANA,0051,0101,2025-07-14,2025-07-24,2025-07-14 00:00:00
ATESTADO MEDICO,04040833740,PAULA MIRANDA,0053,,2026-04-15,2026-04-17,2026-04-14 00:00:00
ATESTADO MEDICO,76158634816,LUCIANA FARIAS,0454,1981,2024-05-20,2024-05-27,2024-05-20 00:00:00
ATESTADO MEDICO,14889708316,CARLA FONSECA,0261,1981,2025-05-18,2025-05-20,2025-05-16 00:00:00
DECLARACAO,26393672188,MARIANA TEIXEIRA,2983,0261,2024-07-08,2024-07-11,2024-07-06 00:00:00
DECLARACAO,47436729705,RAQUEL XAVIER,0982,0261,2024-11-30,2024-12-04,2024-11-29 00:00:00
DECLARACAO,72758424169,MONICA VIEIRA,0052,1981,2026-09-08,2026-09-12,2026-09-07 00:00:00
DECLARACAO,89987146201,MONICA VIEIRA,0981,2981,2026-07-15,2026-07-16,2026-07-15 00:00:00
DECLARACAO,35930808180,ANDERSON PEREIRA,0450,1981,2023-01-31,2023-02-03,2023-01-29 00:00:00
DECLARACAO,86310587005,PATRICIA AZEVEDO,0261,0051,2024-11-22,2024-11-23,2024-11-21 00:00:00
DECLARACAO,47241342160,GABRIEL MARTINS,0001,0051,2024-05-01,2024-05-11,2024-04-29 00:00:00
ATESTADO MEDICO,80169528529,JULIA RODRIGUES,2980,2981,2026-11-30,2026-12-06,2026-11-30 00:00:00
ATESTADO MEDICO,24607026204,CAROLINA CAMPOS,0451,0002,2024-01-08,2024-01-10,2024-01-08 00:00:00
ATESTADO MEDICO,32944226010,MARCELO LIMA,0263,0261,2023-08-05,2023-08-11,2023-08-04 00:00:00
ATESTADO MEDICO,01709629207,VITOR ARAUJO,0052,0981,2023-02-19,2023-02-25,2023-02-19 00:00:00
ATESTADO MEDICO,11886940061,RENATO FERNANDES,0005,0051,2023-09-23,2023-09-25,2023-09-21 00:00:00
ATESTADO MEDICO,98660203127,MARCELO LIMA,0103,0051,2023-02-18,2023-02-19,2023-02-16 00:00:00
ATESTADO MEDICO,89058289222,VANESSA AZEVEDO,2980,,2024-04-09,2024-04-14,2024-04-07 00:00:00
ATESTADO MEDICO,12396665359,MONICA VIEIRA,0454,,2024-10-01,2024-10-02,2024-10-01 00:00:00
ATESTADO MEDICO,84111254675,RENAN MELO,0005,0451,2023-03-05,2023-03-14,2023-03-05 00:00:00
ATESTADO MEDICO,14027952979,MARCELO LIMA,2983,0101,2024-04-01,2024-04-07,2024-03-30 00:00:00
DECLARACAO,48312264167,JEFFERSON DUARTE,0001,0101,2025-02-04,2025-02-09,2025-02-04 00:00:00
DECLARACAO,11444248367,RAFAEL PEREIRA,0982,,2023-07-27,2023-08-02,2023-07-25 00:00:00
ATESTADO MEDICO,24455782486,VITOR ARAUJO,0004,,2026-03-24,2026-04-02,2026-03-23 00:00:00
ATESTADO MEDICO,66454997103,GABRIEL MARTINS,0981,0002,2026-04-11,2026-04-16,2026-04-10 00:00:00
ATESTADO MEDICO,49484406980,FABIANO BATISTA,0103,0261,2023-08-10,2023-08-14,2023-08-10 00:00:00
ATESTADO MEDICO,01627906606,JEFFERSON DUARTE,0450,0261,2024-12-31,2025-01-07,2024-12-29 00:00:00
DECLARACAO,59281681447,BIANCA MONTEIRO,0052,0051,2024-03-07,2024-03-14,2024-03-06 00:00:00
DECLARACAO,80251835642,ANDREIA CUNHA,2981,2981,2025-02-18,2025-02-21,2025-02-17 00:00:00
ATESTADO MEDICO,37558818028,MARCELO LIMA,0981,,2024-04-16,2024-04-17,2024-04-15 00:00:00
ATESTADO MEDICO,55297354870,VITOR ARAUJO,1982,0451,2025-07-01,2025-07-09,2025-06-30 00:00:00
DECLARACAO,72726453260,GUSTAVO REZENDE,0983,0451,2026-09-25,2026-09-27,2026-09-24 00:00:00
DECLARACAO,23270042760,RAQUEL XAVIER,2982,0981,2024-12-27,2025-01-01,2024-12-26 00:00:00
ATESTADO MEDICO,67852467687,BEATRIZ LIMA,0101,0261,2024-09-16,2024-09-21,2024-09-15 00:00:00
ATESTADO MEDICO,34273106043,LEANDRO ARAUJO,0103,0002,2024-10-25,2024-11-01,2024-10-24 00:00:00
ATESTADO MEDICO,12673432302,BRUNO RIBEIRO,0104,0002,2024-06-04,2024-06-14,2024-06-03 00:00:00
ATESTADO MEDICO,62755985224,RODRIGO CAVALCANTI,0262,,2025-10-10,2025-10-11,2025-10-10 00:00:00
ATESTADO MEDICO,70181547317,ALINE MORAES,0983,,2023-03-29,2023-04-06,2023-03-29 00:00:00
DECLARACAO,80697537145,ANDREA FARIAS,1981,1981,2024-02-07,2024-02-15,2024-02-07 00:00:00
DECLARACAO,86568684384,AMANDA NASCIMENTO,0452,0101,2025-12-01,2025-12-06,2025-11-30 00:00:00
ATESTADO MEDICO,05642666126,SIMONE PIRES,0104,0101,2026-11-28,2026-12-04,2026-11-27 00:00:00
DECLARACAO,57400952129,THIAGO MOREIRA,0451,2981,2025-06-24,2025-07-04,2025-06-23 00:00:00
ATESTADO MEDICO,88059689274,FELIPE CASTRO,0001,0002,2025-10-24,2025-11-01,2025-10-22 00:00:00
DECLARACAO,70358683726,ANDERSON PEREIRA,0100,0981,2023-10-19,2023-10-21,2023-10-19 00:00:00
ATESTADO MEDICO,98141460560,NATALIA CAMPOS,0451,0051,2024-09-03,2024-09-06,2024-09-01 00:00:00
ATESTADO MEDICO,92999606907,LEANDRO ARAUJO,0983,0101,2026-02-13,2026-02-23,2026-02-12 00:00:00
DECLARACAO,78978012256,ALEX MELO,0453,0451,2024-01-12,2024-01-21,2024-01-12 00:00:00
ATESTADO MEDICO,01312012471,ROBERTO CARVALHO,0100,0981,2026-08-05,2026-08-07,2026-08-04 00:00:00
ATESTADO MEDICO,48304312107,CAROLINA NUNES,0260,,2026-05-24,2026-05-30,2026-05-24 00:00:00
DECLARACAO,25767791740,KARINA PINTO,0982,0101,2024-03-25,2024-04-03,2024-03-24 00:00:00
